书名,页面地址,图片地址
" Python 3程序开发指南(第2版 修订版),人民邮电出版社,9787115383389【新华书店，品质无忧】",http://product.dangdang.com/1575961878.html,http://img3m8.ddimg.cn/84/10/1575961878-1_b_2.jpg
 Python数据科学零基础一本通 洪锦魁 著 清华大学出版社 9787302545392,http://product.dangdang.com/1790775831.html,http://img3m1.ddimg.cn/75/29/1790775831-1_b_1.jpg
 【新华书店】Python设计模式 第2版[印度]Chetan Giridhar 吉里德尔人民邮电出版社978711545,http://product.dangdang.com/1774001831.html,http://img3m1.ddimg.cn/41/16/1774001831-1_b_1.jpg
 Python宝典 【关注有礼满额减】,http://product.dangdang.com/1765696061.html,http://img3m1.ddimg.cn/74/6/1765696061-1_b_1.jpg
" [正版现货]Python和Dask数据科学,杰西・丹尼尔（Jesse,C.,Daniel）,王颖,周致成,王龙江,清华大",http://product.dangdang.com/1765719761.html,http://img3m1.ddimg.cn/14/26/1765719761-1_b_1.jpg
" 【新华书店】Python程序设计案例教程 从入门到机器学习 微课版,张思民,清华大学出版社,9787302510147",http://product.dangdang.com/1762196941.html,http://img3m1.ddimg.cn/10/13/1762196941-1_b_1.jpg
" Python高级编程 (法)莱德,姚军,夏海轮,王秀丽人民邮电出版社",http://product.dangdang.com/1760888142.html,http://img3m2.ddimg.cn/90/15/1760888142-1_b_1.jpg
 Python新手使用Django架站的16堂课 何敏煌 9787302467410 清华大学出版社,http://product.dangdang.com/1715128069.html,http://img3m9.ddimg.cn/94/25/1715128069-1_b_1.jpg
 Python科学计算 张若愚 9787302273608 清华大学出版社,http://product.dangdang.com/1714820179.html,http://img3m9.ddimg.cn/94/12/1714820179-1_b_1.jpg
 Python绝技:运用Python成为*黑客 [美] TJ O'Connor（TJ 奥科罗） 著；崔孝晨，武晓音 译 9,http://product.dangdang.com/1714722879.html,http://img3m9.ddimg.cn/12/22/1714722879-1_b_1.jpg
 Python编程基础与HTTP接口测试 阿奎 9787121329951 电子工业出版社,http://product.dangdang.com/1714119289.html,http://img3m9.ddimg.cn/25/13/1714119289-1_b_1.jpg
" PYthon 入门经典 (美)潘曲,尹鲍德 9787111394136 机械工业出版社",http://product.dangdang.com/1714017289.html,http://img3m9.ddimg.cn/94/22/1714017289-1_b_1.jpg
" Python计算机视觉编程 [美]Jan Erik Solem,朱文涛 9787115352323 人民邮电出版社",http://product.dangdang.com/1712917189.html,http://img3m9.ddimg.cn/82/6/1712917189-1_b_1.jpg
" PYthon 入门经典 (美)潘曲,尹鲍德 9787111394136 机械工业出版社",http://product.dangdang.com/1710528539.html,http://img3m9.ddimg.cn/5/2/1710528539-1_b_1.jpg
" 正版图书 Python UNIX 和Linux 系统管理指南 (美)基弗特,杨明华",http://product.dangdang.com/1673451421.html,http://img3m1.ddimg.cn/70/29/1673451421-1_b_1.jpg
" Python网络编程 [美]埃里克周（EricChou）,熊安萍,邹洋,张璞,李鸿健 机械工业出版社 978711163",http://product.dangdang.com/1790881641.html,http://img3m1.ddimg.cn/54/19/1790881641-1_b_1.jpg
 Python数据分析与数据化运营 宋天龙 著 机械工业出版社 9787111627760,http://product.dangdang.com/1790776521.html,http://img3m1.ddimg.cn/72/16/1790776521-1_b_1.jpg
" 【新华书店】Python 3面向对象编程 第2版(影印版),(加)杜斯提・菲利普,东南大学出版社,97875641707",http://product.dangdang.com/1762349901.html,http://img3m1.ddimg.cn/15/15/1762349901-1_b_1.jpg
" 【新华书店】Python3爬虫实战―数据清洗、数据分析与可视化,姚良 著,中国铁道出版社,9787113260590",http://product.dangdang.com/1762153331.html,http://img3m1.ddimg.cn/59/26/1762153331-1_b_1.jpg
" 【新华书店】Python 3 7从入门到精通(视频教学版),王英英,清华大学出版社,9787302536192",http://product.dangdang.com/1762122731.html,http://img3m1.ddimg.cn/50/25/1762122731-1_b_1.jpg
" Python Qt GUI与数据可视化编程,人民邮电出版社,9787115514165【新华书店，品质无忧】",http://product.dangdang.com/1581139648.html,http://img3m8.ddimg.cn/55/0/1581139648-1_b_2.jpg
 Python数据分析 (美)阿曼多・凡丹戈(Armando Fandango) 著;韩波 译 人民邮电出版社 97871,http://product.dangdang.com/1752160536.html,http://img3m6.ddimg.cn/27/6/1752160536-1_b_1.jpg
 正版图书 Python网络编程基础 [美] 高森（John Goerzen）；莫迟 等,http://product.dangdang.com/1741408531.html,http://img3m1.ddimg.cn/16/16/1741408531-1_b_1.jpg
 Python 网络编程攻略 Dr. M. O. Faruque Sarker 9787115372697 人民邮电出版社,http://product.dangdang.com/1714460079.html,http://img3m9.ddimg.cn/57/33/1714460079-1_b_1.jpg
 Python语言及其应用[美]卢布诺维克（Bill Lubano人民邮电出版社9787115407092,http://product.dangdang.com/1631468946.html,http://img3m6.ddimg.cn/30/11/1631468946-1_b_1.jpg
 Python数据分析与应用 黄红梅 张良均 9787115373045 人民邮电出版社,http://product.dangdang.com/1713958149.html,http://img3m9.ddimg.cn/57/8/1713958149-1_b_1.jpg
 Python机器学习算法 赵志勇 著 电子工业出版社 9787121313196,http://product.dangdang.com/1752101476.html,http://img3m6.ddimg.cn/70/35/1752101476-1_b_1.jpg
 Python程序设计入门到实战 何敏煌 9787302455967 清华大学出版社,http://product.dangdang.com/1715180099.html,http://img3m9.ddimg.cn/50/33/1715180099-1_b_1.jpg
 Python基础教程 (挪)海特兰德 9787115353528 人民邮电出版社,http://product.dangdang.com/1714707439.html,http://img3m9.ddimg.cn/16/11/1714707439-1_b_1.jpg
 PYTHON核心编程第二版 [美] Wesley J. Chun 9787115178503 人民邮电出版社,http://product.dangdang.com/1714185459.html,http://img3m9.ddimg.cn/63/27/1714185459-1_b_1.jpg
 Python生物信息学数据管理 (意)Allegra Via (阿莱格拉 维亚) 等著，卢宏超 等译 978712130,http://product.dangdang.com/1713105669.html,http://img3m9.ddimg.cn/66/8/1713105669-1_b_1.jpg
 Python 新手学Django 2.0架站的16堂课 何敏煌，林亮昀 著 9787302523321 清华大学出版社,http://product.dangdang.com/1711688699.html,http://img3m9.ddimg.cn/83/27/1711688699-1_b_1.jpg
 Python网络编程攻略人民邮电出版社(英)M.O.FaruqueSarker【活动秒杀】,http://product.dangdang.com/1667516455.html,http://img3m5.ddimg.cn/55/11/1667516455-1_b_1.jpg
 Python数据可视化 (印)科斯・拉曼(Kirthi Raman) 9787111560906 机械工业出版社,http://product.dangdang.com/1797594574.html,http://img3m4.ddimg.cn/94/5/1797594574-1_b_1.jpg
 Python即学即用,http://product.dangdang.com/1790659711.html,http://img3m1.ddimg.cn/82/15/1790659711-1_b_1.jpg
 Python核心编程 【关注有礼满额减】,http://product.dangdang.com/1765375901.html,http://img3m1.ddimg.cn/80/7/1765375901-1_b_1.jpg
" 【新华书店】Python零基础快乐学习之旅,洪锦魁 著,清华大学出版社,9787302532545",http://product.dangdang.com/1762888471.html,http://img3m1.ddimg.cn/25/13/1762888471-1_b_1.jpg
" 【新华书店】Python算法详解,张玲玲,人民邮电出版社,9787115503381",http://product.dangdang.com/1762783931.html,http://img3m1.ddimg.cn/29/35/1762783931-1_b_1.jpg
" 【新华书店】Python 3程序开发指南,[美]萨默菲尔德 著，王弘博，孙传庆 译,人民邮电出版社,9787115383",http://product.dangdang.com/1762173781.html,http://img3m1.ddimg.cn/16/15/1762173781-1_b_1.jpg
 Python程序设计开发宝典 董付国 9787302472100 清华大学出版社,http://product.dangdang.com/1714078999.html,http://img3m9.ddimg.cn/28/16/1714078999-1_b_1.jpg
 Python语言程序设计 [美] 梁勇（Y.Daniel Liang） 著；李娜 译 9787111487685 机械工,http://product.dangdang.com/1713967829.html,http://img3m9.ddimg.cn/35/31/1713967829-1_b_1.jpg
 Python可以这样学 董付国 9787302456469 清华大学出版社,http://product.dangdang.com/1713173019.html,http://img3m9.ddimg.cn/96/18/1713173019-1_b_1.jpg
 PYTHON核心编程第二版 [美] Wesley J. Chun 人民邮电出版社 9787115178503,http://product.dangdang.com/1739997273.html,http://img3m3.ddimg.cn/3/12/1739997273-1_b_1.jpg
 Python与机器学习实战:决策树、集成学习、支持向量机与神经网络算法详解及编程实现 何宇健 编著 9787121317,http://product.dangdang.com/1714186209.html,http://img3m9.ddimg.cn/21/0/1714186209-1_b_1.jpg
 PYTHON3网络爬虫开发实战 崔庆才 9787115480347 人民邮电出版社,http://product.dangdang.com/1714092369.html,http://img3m9.ddimg.cn/33/29/1714092369-1_b_1.jpg
 Python数据挖掘入门与实践 [澳] Robert Layton 9787115427106 人民邮电出版社,http://product.dangdang.com/1713435759.html,http://img3m9.ddimg.cn/90/21/1713435759-1_b_1.jpg
 Python生物信息学数据管理 9787121303821,http://product.dangdang.com/1143743168.html,http://img3m8.ddimg.cn/29/19/1143743168-1_b_1.jpg
 PYTHON 语言构建机器学习系统(第2版)(*版) Luis,http://product.dangdang.com/1674723157.html,http://img3m7.ddimg.cn/52/1/1674723157-1_b_1.jpg
 Python物理建模初学者指南,http://product.dangdang.com/1692942072.html,http://img3m2.ddimg.cn/96/5/1692942072-1_b_1.jpg
 Python计算机视觉编程[美]Jan、Erik、Solem 著人民邮电出版社9787115352323【达额立减】,http://product.dangdang.com/1747587137.html,http://img3m7.ddimg.cn/32/29/1747587137-1_b_1.jpg
" Python地理数据处理 [美] Chris,Garrard,加勒德；张云金,张明希 人民邮电出版社",http://product.dangdang.com/1778495764.html,http://img3m4.ddimg.cn/67/3/1778495764-1_b_1.jpg
 【正版现货】 Python数据挖掘入门与实践 9787115427106 [澳] Robert Layton 人民邮电出,http://product.dangdang.com/1699210437.html,http://img3m7.ddimg.cn/78/15/1699210437-1_b_1.jpg
 Python数据分析与应用 黄红梅 张良均,http://product.dangdang.com/1693965798.html,http://img3m8.ddimg.cn/63/15/1693965798-1_b_1.jpg
 Python Web开发 测试驱动方法 [英] 珀西瓦尔(Harry J.W. Percival),http://product.dangdang.com/1707991148.html,http://img3m8.ddimg.cn/83/34/1707991148-1_b_1.jpg
" Python数据可视化 [美]马里奥・多布勒,[美]蒂姆・高博曼,李瀛宇 9787302553489 清华大学出版社【直",http://product.dangdang.com/1755825392.html,http://img3m2.ddimg.cn/2/12/1755825392-1_b_1.jpg
 Python程序设计基础 李东方 电子工业出版社,http://product.dangdang.com/1794018855.html,http://img3m5.ddimg.cn/57/3/1794018855-1_b_1.jpg
 【正版现货】 Python深度学习实战 9787111598725 (荷)英德拉・丹・巴克(Indra Den Bakk,http://product.dangdang.com/1699195117.html,http://img3m7.ddimg.cn/4/13/1699195117-1_b_1.jpg
 Python程序设计教程 林信良 清华大学出版社 9787302457862【新华书店 品质担当】,http://product.dangdang.com/1780872944.html,http://img3m4.ddimg.cn/59/7/1780872944-1_b_1.jpg
 PYTHON核心编程第二版 [美] Wesley J. Chun 人民邮电出版社 9787115178503,http://product.dangdang.com/1754588957.html,http://img3m7.ddimg.cn/77/6/1754588957-1_b_1.jpg
 Python编程入门（第3版）[加拿大]Toby Donaldson 人民邮电出版社9787115333742【新华品质,http://product.dangdang.com/1718377261.html,http://img3m1.ddimg.cn/7/25/1718377261-1_b_1.jpg
 动态语言技术精品书廊 Python源码剖析：深度探索动态语言核心技术 陈儒 电子工业出版社,http://product.dangdang.com/1580139784.html,http://img3m4.ddimg.cn/91/24/1580139784-1_b_1.jpg
 Python Cookbook中文版 （美）马特利（Martelli，A.），（美）马特利（Martellia，A.），,http://product.dangdang.com/1735878583.html,http://img3m3.ddimg.cn/10/14/1735878583-1_b_1.jpg
 Python编程与初级数学 王振世 著 电子工业出版社 9787121357619,http://product.dangdang.com/1779167341.html,http://img3m1.ddimg.cn/28/30/1779167341-1_b_1.jpg
 Python程序设计教程 林信良清华大学出版社,http://product.dangdang.com/1711000982.html,http://img3m2.ddimg.cn/20/29/1711000982-1_b_1.jpg
 Python3爬虫实战―数据清洗、数据分析与可视化 姚良 著 9787113260590,http://product.dangdang.com/1759546605.html,http://img3m5.ddimg.cn/3/24/1759546605-1_b_1.jpg
 Python网络数据采集 [美] 瑞安・米切尔 著 9787564179779,http://product.dangdang.com/1642424251.html,http://img3m1.ddimg.cn/94/23/1642424251-1_b_1.jpg
 Python金融实战 9787115457073 [美] Yuxing Yan 著；张少军，严玉星 译 人民邮电出版社,http://product.dangdang.com/1682446623.html,http://img3m3.ddimg.cn/33/13/1682446623-1_b_1.jpg
 Python编程基础教程 H.巴辛（H.Bhasin）著，李军 译人民邮电出版社9787115533913FX,http://product.dangdang.com/1731976398.html,http://img3m8.ddimg.cn/9/34/1731976398-1_b_1.jpg
" Python网络编程 [美]埃里克周（EricChou）,熊安萍,邹洋,张璞,李鸿健机械工业出版社",http://product.dangdang.com/1703029052.html,http://img3m2.ddimg.cn/65/8/1703029052-1_b_1.jpg
" Python程序设计案例教程 徐光侠,常光辉,解绍词,黄德玲 人民邮电出版社",http://product.dangdang.com/1682616008.html,http://img3m8.ddimg.cn/29/12/1682616008-1_b_1.jpg
 Python数据可视化：基于Bokeh的可视化绘图 屈希峰 著机械工业出版社,http://product.dangdang.com/1702951392.html,http://img3m2.ddimg.cn/21/11/1702951392-1_b_1.jpg
" [正版现货]Python网络爬虫权威指南 第2版,瑞安・米切尔（RyanMitchell）著，神烦小宝 译,人民邮电出版",http://product.dangdang.com/1683780023.html,http://img3m3.ddimg.cn/2/7/1683780023-1_b_1.jpg
" 正版好书《Python编程实践》 (美)坎贝尔,唐学韬 9787111364788 机械工业出版社",http://product.dangdang.com/1723814321.html,http://img3m1.ddimg.cn/86/9/1723814321-1_b_1.jpg
 Python编程 Mark Lutz 9787512355309 中国电力出版社,http://product.dangdang.com/1725408215.html,http://img3m5.ddimg.cn/80/17/1725408215-1_b_1.jpg
 PYTHON数据分析与应用 {满额减},http://product.dangdang.com/1775752371.html,http://img3m1.ddimg.cn/63/12/1775752371-1_b_1.jpg
 Python算法教程 赫特兰(Magnus Lie Hetland),http://product.dangdang.com/1745454686.html,http://img3m6.ddimg.cn/41/36/1745454686-1_b_1.jpg
 Python基础教程 (挪)海特兰德 人民邮电出版社,http://product.dangdang.com/1719526352.html,http://img3m2.ddimg.cn/5/7/1719526352-1_b_1.jpg
" Python性能分析与优化 多格里奥（Fernando Doglio）；陶俊杰,陈小莉 人民邮电出版社 97871154",http://product.dangdang.com/1739804423.html,http://img3m3.ddimg.cn/5/6/1739804423-1_b_1.jpg
 【正品】Python云原生 (印)马尼什・塞西(Manish Sethi) 著;宋净超 译 9787121341779,http://product.dangdang.com/1795449924.html,http://img3m4.ddimg.cn/81/23/1795449924-1_b_1.jpg
 Python机器学习(影印版) (美)塞巴斯蒂安・拉什卡 9787564170776 东南大学出版社,http://product.dangdang.com/1766162927.html,http://img3m7.ddimg.cn/56/6/1766162927-1_b_1.jpg
 Python GUI设计：tkinter菜鸟编程 洪锦魁清华大学出版社,http://product.dangdang.com/1787635400.html,http://img3m0.ddimg.cn/23/10/1787635400-1_b_1.jpg
 PYTHON基础教程(第3版) {满额减},http://product.dangdang.com/1776758551.html,http://img3m1.ddimg.cn/7/14/1776758551-1_b_1.jpg
 Python编程入门 (加)Toby Donaldson 9787115333742,http://product.dangdang.com/1632836591.html,http://img3m1.ddimg.cn/89/25/1632836591-1_b_1.jpg
 Python自然语言处理实战：核心技术与算法 涂铭，刘祥，刘树春 著 机械工业出版社,http://product.dangdang.com/1731430502.html,http://img3m2.ddimg.cn/98/36/1731430502-1_b_1.jpg
 PYTHON3网络爬虫开发实战 崔庆才 人民邮电出版社,http://product.dangdang.com/1742017012.html,http://img3m2.ddimg.cn/43/32/1742017012-1_b_1.jpg
 Python 3 5从零开始学 刘宇宙 清华大学出版社,http://product.dangdang.com/1761064301.html,http://img3m1.ddimg.cn/29/17/1761064301-1_b_1.jpg
 Python自动化运维:技术与实践 刘天斯,http://product.dangdang.com/1739237736.html,http://img3m6.ddimg.cn/93/11/1739237736-1_b_1.jpg
 Python基础教程 Magnus Lie Hetland 9787115474889,http://product.dangdang.com/1754743625.html,http://img3m5.ddimg.cn/8/14/1754743625-1_b_1.jpg
 【正版现货】Python面向对象编程指南9787115405586 [美] Steven F. Lott 洛特 人民邮电,http://product.dangdang.com/1723661567.html,http://img3m7.ddimg.cn/89/28/1723661567-1_b_1.jpg
" Python地理数据处理,[美] Chris,Garrard,加勒德；张云金,张明希,人民邮电出版社,978711545",http://product.dangdang.com/1702085022.html,http://img3m2.ddimg.cn/0/33/1702085022-1_b_1.jpg
 Python数字信号处理应用 [美] 艾伦・唐尼（Allen B.Downey） 著；缪文 译 人民邮电出版社,http://product.dangdang.com/1731412452.html,http://img3m2.ddimg.cn/66/5/1731412452-1_b_1.jpg
" Python UNIX 和Linux 系统管理指南 (美)基弗特,杨明华 机械工业出版社 9787111266631",http://product.dangdang.com/1676786483.html,http://img3m3.ddimg.cn/20/22/1676786483-1_b_1.jpg
" Python网络编程 赵宏,包广斌,马栋林 清华大学出版社",http://product.dangdang.com/1767177095.html,http://img3m5.ddimg.cn/68/4/1767177095-1_b_1.jpg
 【正品】Python程序设计基础 李东方 9787121302923,http://product.dangdang.com/1795512244.html,http://img3m4.ddimg.cn/31/35/1795512244-1_b_1.jpg
 Python参考手册 第4版 修订版 [美]大卫 M.比兹利(David M.Beazley) 人民邮电出版社 9787,http://product.dangdang.com/1739515543.html,http://img3m3.ddimg.cn/7/22/1739515543-1_b_1.jpg
 Python网络爬虫从入门到实践 唐松 机械工业出版社,http://product.dangdang.com/1696261908.html,http://img3m8.ddimg.cn/66/16/1696261908-1_b_1.jpg
 Python网络爬虫权威指南 第2版 瑞安・米切尔（Ryan Mitchell） 著，神烦小宝 译 9787115509,http://product.dangdang.com/1670837157.html,http://img3m7.ddimg.cn/0/0/1670837157-1_b_1.jpg
" Python程序员面试算法宝典 张波,楚秦等",http://product.dangdang.com/1723814079.html,http://img3m9.ddimg.cn/42/26/1723814079-1_b_1.jpg
 Python编程基础教程 H.巴辛（H.Bhasin）著，李军 译 人民邮电出版社 9787115533913,http://product.dangdang.com/1748442487.html,http://img3m7.ddimg.cn/22/13/1748442487-1_b_1.jpg
" Python编程实践 (美)坎贝尔,唐学韬",http://product.dangdang.com/1732822386.html,http://img3m6.ddimg.cn/42/17/1732822386-1_b_1.jpg
 Python核心编程 第3版 英文版 [美] 卫斯理 春(Wesley Chun) 9787115413529 人民邮电,http://product.dangdang.com/1767332327.html,http://img3m7.ddimg.cn/68/21/1767332327-1_b_1.jpg
 Python基础教程 Magnus Lie Hetland 人民邮电出版社,http://product.dangdang.com/1697454211.html,http://img3m1.ddimg.cn/13/31/1697454211-1_b_1.jpg
 Python量化交易实战 王晓华 清华大学出版社,http://product.dangdang.com/1678351419.html,http://img3m9.ddimg.cn/63/6/1678351419-1_b_1.jpg
 Python数据分析与数据化运营 宋天龙 著 机械工业出版社 9787111627760,http://product.dangdang.com/1752915857.html,http://img3m7.ddimg.cn/77/9/1752915857-1_b_1.jpg
 Python编程从入门到精通 零基础python3基础教程计算机编程入门python网络爬虫python数据分析实战py,http://product.dangdang.com/1668136281.html,http://img3m1.ddimg.cn/42/13/1668136281-1_b_1.jpg
 Python程序设计案例教程 从入门到机器学习 微课版 {满额减},http://product.dangdang.com/1776583501.html,http://img3m1.ddimg.cn/88/11/1776583501-1_b_1.jpg
 Python编程从零基础到项目实战 刘瑜 著 9787517067146 中国水利水电出版社,http://product.dangdang.com/1710818452.html,http://img3m2.ddimg.cn/46/20/1710818452-1_b_1.jpg
" Python网络爬虫实战 清华科技大讲堂 吕云翔,张扬清华大学出版社",http://product.dangdang.com/1711074802.html,http://img3m2.ddimg.cn/85/34/1711074802-1_b_1.jpg
 Python语言及其应用 [美] 卢布诺维克(Bill Lubanovic) 著，丁嘉 9787115407092,http://product.dangdang.com/1743224892.html,http://img3m2.ddimg.cn/24/10/1743224892-1_b_1.jpg
" Python大规模机器学习 [荷]巴斯蒂安・贾丁（BastiaanSjardin）,[意]卢卡",http://product.dangdang.com/1706076739.html,http://img3m9.ddimg.cn/37/5/1706076739-1_b_1.jpg
 Python开发实战9787115320896人民邮电出版社[日]BePROUD【正版现货】,http://product.dangdang.com/1644753388.html,http://img3m8.ddimg.cn/58/10/1644753388-1_b_1.jpg
 Python数据分析-活用Pandas库 丹尼尔・陈（Daniel，Y.，Chen）著，武传海 译 9787115529,http://product.dangdang.com/1743094972.html,http://img3m2.ddimg.cn/91/34/1743094972-1_b_1.jpg
 【正品】Python语言及其应用 [美] 卢布诺维克(Bill Lubanovic) 著，丁嘉瑞，梁杰，禹常隆 译 97,http://product.dangdang.com/1795409364.html,http://img3m4.ddimg.cn/12/15/1795409364-1_b_1.jpg
 Python全案例学习与实践 沈红卫电子工业出版社9787121373008FX,http://product.dangdang.com/1731472308.html,http://img3m8.ddimg.cn/27/32/1731472308-1_b_1.jpg
 Python编程导论 第2版 [美]约翰・谷泰格 人民邮电出版社,http://product.dangdang.com/1763166101.html,http://img3m1.ddimg.cn/59/32/1763166101-1_b_1.jpg
 Python机器学习算法与应用 邓立国 9787302548997 清华大学出版社,http://product.dangdang.com/1745052412.html,http://img3m2.ddimg.cn/4/26/1745052412-1_b_1.jpg
 Python 深度学习实战：75个有关神经网络建模、强化学习与迁移学习的解决方案 英德拉.丹.巴克（IndradenBa,http://product.dangdang.com/1763696437.html,http://img3m7.ddimg.cn/52/10/1763696437-1_b_1.jpg
 Python自动化开发实战 Python编程从入门自学零基础书籍 pathon基础教程语言程序设计 Python项目电脑,http://product.dangdang.com/1555101385.html,http://img3m5.ddimg.cn/79/6/1555101385-1_b_1.jpg
 Python数据分析基础 阮敬 9787503783203 中国统计出版社,http://product.dangdang.com/1649771413.html,http://img3m3.ddimg.cn/70/21/1649771413-1_b_1.jpg
 Python爬虫开发 从入门到实战,http://product.dangdang.com/1700684622.html,http://img3m2.ddimg.cn/54/9/1700684622-1_b_1.jpg
 Python 3 数据分析与机器学习实战 龙马高新教育 著,http://product.dangdang.com/1707953598.html,http://img3m8.ddimg.cn/54/2/1707953598-1_b_1.jpg
 【正版直发】Python青少年趣味编程 艾德丽安・B.塔克 9787121388491 电子工业出版社,http://product.dangdang.com/1747571350.html,http://img3m0.ddimg.cn/85/4/1747571350-1_b_1.jpg
 Python语言程序设计 [美] 梁勇（Y.Daniel Liang） 著；李娜 译 9787111487685,http://product.dangdang.com/1743464792.html,http://img3m2.ddimg.cn/47/2/1743464792-1_b_1.jpg
 Python3网络爬虫开发实战 Python数据爬取技术与实战手册 Python 3网络爬虫开发实战 数据爬取技术 网络,http://product.dangdang.com/1771942561.html,http://img3m1.ddimg.cn/70/18/1771942561-1_b_1.jpg
 Python云原生 (印)马尼什・塞西(Manish Sethi) 著;宋净超 译 电子工业出版社【正版现货】,http://product.dangdang.com/1751337571.html,http://img3m1.ddimg.cn/49/32/1751337571-1_b_1.jpg
 Python数据挖掘与机器学习实战 方巍 著 机械工业出版社,http://product.dangdang.com/1760798045.html,http://img3m5.ddimg.cn/83/13/1760798045-1_b_1.jpg
" [正版现货]Python数据可视化之matplotlib精进,刘大成 著,电子工业出版社,9787121362187",http://product.dangdang.com/1717286513.html,http://img3m3.ddimg.cn/41/0/1717286513-1_b_1.jpg
 Python从入门到项目实践赠电子版魔卡、必刷题、知识挂图、背记手册 明日科技（MingRiSoft）著，明日科技 编,http://product.dangdang.com/1728659537.html,http://img3m7.ddimg.cn/44/1/1728659537-1_b_1.jpg
 Python机器学习经典实例 [美] 普拉提克・乔西（Prateek Joshi） 著；陶俊杰，陈小莉 译人民邮电出版社,http://product.dangdang.com/1787571100.html,http://img3m0.ddimg.cn/73/16/1787571100-1_b_1.jpg
 Python机器学习 第2版9787564178666 Sebastian，Raschka，Vahid，Mirjalil,http://product.dangdang.com/1685740713.html,http://img3m3.ddimg.cn/96/30/1685740713-1_b_1.jpg
 Python数据分析从入门到精通 张啸宇 李静 编著电子工业出版社9787121336133FX,http://product.dangdang.com/1732230918.html,http://img3m8.ddimg.cn/0/31/1732230918-1_b_1.jpg
 Python核心编程 第3版 [美]卫斯理 春(Wesley Chun) 人民邮电出版社,http://product.dangdang.com/1794019815.html,http://img3m5.ddimg.cn/27/1/1794019815-1_b_1.jpg
 Python自然语言处理实战：核心技术与算法 涂铭，刘祥，刘树春 著 机械工业出版社 9787111597674【新华书,http://product.dangdang.com/1776096084.html,http://img3m4.ddimg.cn/48/32/1776096084-1_b_1.jpg
 Python密码学编程 [美] Al Sweigart（斯维加特） 著，李永伦 译 9787115424297 人民邮电,http://product.dangdang.com/1670792947.html,http://img3m7.ddimg.cn/43/5/1670792947-1_b_1.jpg
 PYTHON技术手册 （美）马特利（Martelli，A.） 著 东南大学出版社 9787564105761【新华书店,http://product.dangdang.com/1782113004.html,http://img3m4.ddimg.cn/45/12/1782113004-1_b_1.jpg
 PYTHON自然语言处理 (印)雅兰・萨纳卡(Jalaj Thanaki)机械工业出版社,http://product.dangdang.com/1705911692.html,http://img3m2.ddimg.cn/23/15/1705911692-1_b_1.jpg
 Python 新手学Django 2.0架站的16堂课 何敏煌，林亮昀 著 清华大学出版社 9787302523321,http://product.dangdang.com/1753363897.html,http://img3m7.ddimg.cn/43/16/1753363897-1_b_1.jpg
 Python机器学习核心算法编程实例 丁伟雄 电子工业出版社 9787121382475,http://product.dangdang.com/1747593257.html,http://img3m7.ddimg.cn/14/7/1747593257-1_b_1.jpg
" Python高级编程 (法)莱德,姚军,夏海轮,王秀丽 人民邮电出版社",http://product.dangdang.com/1784010431.html,http://img3m1.ddimg.cn/38/5/1784010431-1_b_1.jpg
 Python绝技:运用Python成为*黑客 [美] TJ O'Connor（TJ 奥科罗） 著；崔孝晨，武晓音 译 电,http://product.dangdang.com/1719524262.html,http://img3m2.ddimg.cn/93/26/1719524262-1_b_1.jpg
 Python机器学习 {满额减},http://product.dangdang.com/1777694131.html,http://img3m1.ddimg.cn/37/12/1777694131-1_b_1.jpg
 Python数据可视化之matplotlib精进 刘大成 著 电子工业出版社,http://product.dangdang.com/1789313310.html,http://img3m0.ddimg.cn/81/7/1789313310-1_b_1.jpg
 python编程从入门到实践 让繁琐工作自动化 Python从入门到精通 Python编程程序设计Python编程快速上,http://product.dangdang.com/1539768065.html,http://img3m5.ddimg.cn/77/4/1539768065-1_b_2.jpg
 Python数据分析与数据化运营 宋天龙 著 机械工业出版社,http://product.dangdang.com/1731472902.html,http://img3m2.ddimg.cn/27/34/1731472902-1_b_1.jpg
" 【正版现货】Python机器学习(原书第2版) [美]塞巴斯蒂安・拉施卡（SebastianRaschka）,陈斌 97",http://product.dangdang.com/1707413671.html,http://img3m1.ddimg.cn/73/16/1707413671-1_b_1.jpg
 Python机器学习 预测分析核心算法 [美] Michael Bowles 鲍尔斯,http://product.dangdang.com/1704824269.html,http://img3m9.ddimg.cn/16/22/1704824269-1_b_1.jpg
 Python面向对象编程指南[美]Steven F. Lott（洛特9787115405586【直发】,http://product.dangdang.com/1731996717.html,http://img3m7.ddimg.cn/33/3/1731996717-1_b_1.jpg
 PYthon 入门经典,http://product.dangdang.com/1719808832.html,http://img3m2.ddimg.cn/38/29/1719808832-1_b_1.jpg
 Python编程从数据分析到机器学习实践 刘瑜 水利水电出版社,http://product.dangdang.com/1701180589.html,http://img3m9.ddimg.cn/31/28/1701180589-1_b_1.jpg
 Python数据科学入门 [俄]德米特里・齐诺维耶夫(Dmitry Zinoviev)人民邮电出版社,http://product.dangdang.com/1702705802.html,http://img3m2.ddimg.cn/50/27/1702705802-1_b_1.jpg
 Python网络爬虫从入门到实践 唐松 9787111626879 机械工业出版社,http://product.dangdang.com/1760729287.html,http://img3m7.ddimg.cn/31/1/1760729287-1_b_1.jpg
" 【全新直发】Python参考手册(第4版・修订版) (美)大卫 M.比兹利(David M.Beazley) 著;谢俊,",http://product.dangdang.com/1575708458.html,http://img3m8.ddimg.cn/5/3/1575708458-1_b_1.jpg
